Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Min/90,TklPl,TklW,TkDef3rd,TkMid3rd,TkAtt3rd,TklDr,TklDrAtt,TklDr%,DrPast,PressAtt,PressSucc,Press%,PressDef3rd,PressMid3rd,PressAtt3rd,Blocks,BlocksSh,BlocksSoT,BlocksPass,Int,Tkl+Int,Clr,ErrSh
652,Thomas Delaine,FRA,DF,FC Metz,Ligue 1,28,1992,19.8,37,18,23,11,3,16,37,43.2,21,217,41,18.9,97,86,34,35,5,0,30,16,53,36,1
653,Thomas Delaney,DNK,MF,Borussia Dortmund,Bundesliga,28,1991,14.3,49,37,19,22,8,16,35,45.7,19,274,100,36.5,105,135,34,33,10,0,23,24,73,28,1
654,Liam Delap,ENG,FW,Manchester City,Premier League,17,2003,0.4,0,0,0,0,0,0,0,,0,6,1,16.7,0,5,1,0,0,0,0,0,0,0,0
655,Jonathan Delaplace,FRA,DF,FC Lorient,Ligue 1,34,1986,10.1,18,12,13,3,2,8,17,47.1,9,136,42,30.9,65,55,16,19,5,0,14,20,38,26,1
656,Sacha Delaye,FRA,MF,Montpellier HSC,Ligue 1,18,2002,0.1,0,0,0,0,0,0,1,0.0,1,3,0,0.0,3,0,0,0,0,0,0,1,1,2,0
657,Cristian Dell'Orco,ITA,DF,Spezia Calcio,Serie A,26,1994,2.9,1,1,1,0,0,1,2,50.0,1,18,7,38.9,8,5,5,11,6,0,5,4,5,7,0
658,Andy Delort,DZA,FW,Montpellier HSC,Ligue 1,28,1991,27.6,18,15,2,10,6,4,16,25.0,12,239,67,28.0,33,91,115,12,2,0,10,4,22,28,0
659,Fabian Delph,ENG,MF,Everton FC,Premier League,30,1989,3.0,5,2,3,2,0,1,2,50.0,1,30,6,20.0,12,18,0,4,0,0,4,4,9,3,0
660,Moussa Dembélé,FRA,FW,Atlético de Madrid,La Liga,24,1996,1.1,0,0,0,0,0,0,0,,0,16,5,31.3,1,10,5,0,0,0,0,0,0,0,0
661,Moussa Dembélé,FRA,FW,Olympique Lyon,Ligue 1,24,1996,7.5,3,3,0,1,2,1,5,20.0,4,80,24,30.0,1,28,51,8,4,0,4,2,5,9,0
662,Ousmane Dembélé,FRA,FW,FC Barcelona,La Liga,23,1997,19.7,17,10,4,10,3,5,14,35.7,9,285,65,22.8,33,116,136,22,0,0,22,14,31,2,0
663,Merih Demiral,TUR,DF,Juventus FC,Serie A,22,1998,10.4,17,11,12,5,0,3,9,33.3,6,106,31,29.2,61,37,8,18,8,0,10,12,29,39,0
664,Kerem Demirbay,DEU,MF,Bayer 04 Leverkusen,Bundesliga,27,1993,19.4,51,35,14,31,6,15,44,34.1,29,444,161,36.3,107,239,98,25,4,0,21,13,64,10,1
665,Ermedin Demirovic,BIH,FW,SC Freiburg,Bundesliga,22,1998,16.6,17,13,4,6,7,1,19,5.3,18,376,96,25.5,32,161,183,31,5,0,26,5,22,23,1
666,Diego Demme,DEU,MF,SSC Napoli,Serie A,28,1991,17.7,62,37,24,29,9,18,63,28.6,45,428,125,29.2,134,216,78,16,1,0,15,17,79,23,0
667,Jason Denayer,BEL,DF,Olympique Lyon,Ligue 1,25,1995,29.0,34,21,23,11,0,8,14,57.1,6,179,74,41.3,87,83,9,69,32,1,37,22,56,121,2
668,Leander Dendoncker,BEL,MF,Wolverhampton Wanderers,Premier League,25,1995,27.8,49,29,31,15,3,23,61,37.7,38,494,149,30.2,223,224,47,59,15,0,44,27,76,75,0
669,Kévin Denkey,TGO,FW,Nîmes Olympique,Ligue 1,19,2000,5.8,3,3,0,2,1,1,4,25.0,3,90,17,18.9,5,37,48,2,0,0,2,2,5,3,0
670,Emmanuel Dennis,NGA,FW,1. FC Köln,Bundesliga,22,1997,5.3,12,7,5,2,5,2,6,33.3,4,131,29,22.1,16,53,62,5,0,0,5,3,15,0,0
671,Stefano Denswil,NLD,DF,Bologna FC 1909,Serie A,27,1993,1.3,2,2,0,1,1,1,2,50.0,1,21,7,33.3,14,6,1,3,0,0,3,1,3,4,0
672,Fabio Depaoli,ITA,DF,Benevento Calcio,Serie A,23,1997,12.4,29,15,15,8,6,15,29,51.7,14,219,69,31.5,104,81,34,31,6,0,25,16,45,39,1
673,Fabio Depaoli,ITA,MF,UC Sampdoria,Serie A,23,1997,0.9,1,0,0,0,1,1,3,33.3,2,18,4,22.2,8,6,4,0,0,0,0,0,1,2,0
674,Fabio Depaoli,ITA,DF,Atalanta BC,Serie A,23,1997,2.1,3,1,0,0,3,0,2,0.0,2,31,9,29.0,9,10,12,9,0,0,9,1,4,3,0
675,Memphis Depay,NLD,FW,Olympique Lyon,Ligue 1,26,1994,32.5,7,6,0,3,4,1,20,5.0,19,330,74,22.4,8,118,204,14,2,0,12,9,16,1,0
676,Clément Depres,FRA,MF,Nîmes Olympique,Ligue 1,25,1994,0.2,0,0,0,0,0,0,0,,0,8,0,0.0,0,4,4,0,0,0,0,0,0,0,0
677,Mike van der Hoorn,NLD,DF,Arminia Bielefeld,Bundesliga,27,1992,15.1,8,7,2,6,0,1,5,20.0,4,79,32,40.5,50,27,2,22,7,0,15,8,16,102,1
678,Kastriot Dermaku,ALB,DF,Parma Calcio 1913,Serie A,28,1992,1.1,1,0,0,1,0,0,0,,0,11,3,27.3,7,4,0,3,1,0,2,1,2,8,0
679,Kiril Despodov,BGR,FW,Cagliari Calcio,Serie A,23,1996,0.1,1,0,0,1,0,1,1,100.0,0,5,2,40.0,0,2,3,1,0,0,1,0,1,0,0
680,Sergiño Dest,USA,DF,FC Barcelona,La Liga,19,2000,21.2,31,19,23,5,3,12,25,48.0,13,319,93,29.2,135,103,81,43,5,0,38,17,48,23,0
681,Mattia Destro,ITA,FW,Genoa CFC,Serie A,29,1991,17.8,10,7,1,4,5,2,9,22.2,7,267,65,24.3,22,110,135,16,1,0,15,2,12,11,0
682,Gerard Deulofeu,ESP,FW,Udinese Calcio,Serie A,26,1994,6.6,2,2,0,0,2,1,10,10.0,9,118,30,25.4,19,48,51,2,0,0,2,3,5,0,0
683,Deyverson,BRA,FW,Deportivo Alavés,La Liga,29,1991,9.7,8,6,4,2,2,4,14,28.6,10,171,50,29.2,15,84,72,18,0,0,18,10,18,13,0
684,Jacopo Dezi,ITA,FW,Parma Calcio 1913,Serie A,28,1992,0.9,2,1,0,1,1,1,4,25.0,3,22,3,13.6,3,12,7,4,0,0,4,1,3,0,0
685,Samuel Di Carmine,ITA,FW,Hellas Verona,Serie A,31,1988,5.6,0,0,0,0,0,0,3,0.0,3,64,16,25.0,4,23,37,1,1,0,0,0,0,7,0
686,Samuel Di Carmine,ITA,FW,FC Crotone,Serie A,31,1988,5.3,5,2,2,1,2,1,3,33.3,2,47,8,17.0,6,27,14,3,0,0,3,1,6,5,0
687,Giovanni Di Lorenzo,ITA,DF,SSC Napoli,Serie A,26,1993,36.0,85,57,53,24,8,38,78,48.7,40,437,141,32.3,199,153,85,65,13,0,52,40,125,64,0
688,Ángel Di María,ARG,FW,Paris Saint-Germain,Ligue 1,32,1988,20.6,33,22,8,13,12,16,50,32.0,34,320,92,28.8,52,113,155,25,1,0,24,7,40,5,0
689,Alessandro Di Pardo,ITA,MF,Juventus FC,Serie A,21,1999,0.2,0,0,0,0,0,0,0,,0,1,1,100.0,1,0,0,1,1,0,0,0,0,0,0
690,Giuseppe Di Serio,ITA,FW,Benevento Calcio,Serie A,19,2001,3.2,2,2,2,0,0,1,6,16.7,5,64,10,15.6,17,28,19,4,0,0,4,1,3,1,0
691,Boulaye Dia,SEN,FW,Stade Reims,Ligue 1,23,1996,32.6,28,17,8,9,11,4,22,18.2,18,413,104,25.2,59,160,194,18,3,0,15,16,44,31,0
692,Abdoulay Diaby,MLI,MF,Getafe CF,La Liga,29,1991,0.2,1,1,0,1,0,0,0,,0,2,0,0.0,0,1,1,2,0,0,2,0,1,0,0
693,Moussa Diaby,FRA,FW,Bayer 04 Leverkusen,Bundesliga,21,1999,26.5,13,7,6,5,2,2,16,12.5,14,283,73,25.8,40,130,113,16,0,0,16,19,32,10,0
694,Mbaye Diagne,SEN,FW,West Bromwich Albion,Premier League,28,1991,13.2,8,4,3,2,3,1,4,25.0,3,138,40,29.0,13,44,81,7,1,0,6,2,10,17,0
695,Mouctar Diakhaby,FRA,DF,Valencia CF,La Liga,23,1996,23.1,21,15,14,7,0,10,14,71.4,4,157,54,34.4,94,57,6,51,26,0,25,10,31,135,1
696,Abdou Diallo,SEN,DF,Paris Saint-Germain,Ligue 1,24,1996,16.6,23,15,13,8,2,8,14,57.1,6,126,41,32.5,56,59,11,23,8,0,15,17,40,46,2
697,Amad Diallo,CIV,FW,Manchester United,Premier League,18,2002,1.8,3,3,1,2,0,0,0,,0,50,14,28.0,13,21,16,2,1,0,1,3,6,3,0
698,Amad Diallo,CIV,MF,Atalanta BC,Serie A,18,2002,0.2,0,0,0,0,0,0,0,,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0
699,Habib Diallo,SEN,FW,RC Strasbourg Alsace,Ligue 1,25,1995,25.8,12,10,5,5,2,3,14,21.4,11,264,72,27.3,29,120,115,16,3,0,13,13,25,14,1
700,Habib Diallo,SEN,FW,FC Metz,Ligue 1,25,1995,1.6,1,0,0,0,1,1,1,100.0,0,19,6,31.6,2,7,10,1,0,0,1,0,1,5,0
701,Ibrahima Diallo,FRA,MF,Southampton FC,Premier League,21,1999,11.3,30,25,14,14,2,9,23,39.1,14,242,82,33.9,81,144,17,14,1,0,13,16,46,16,0
702,Ibrahima Diallo,FRA,MF,Stade Brest 29,Ligue 1,21,1999,4.9,9,8,1,6,2,2,7,28.6,5,85,24,28.2,22,51,12,4,0,0,4,3,12,3,0
703,Amadou Diambo,GHA,FW,Benevento Calcio,Serie A,19,2001,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
704,Grady Diangana,ENG,MF,West Bromwich Albion,Premier League,22,1998,13.7,35,19,22,5,8,14,36,38.9,22,309,67,21.7,142,96,71,30,2,0,28,14,49,5,1
705,Stéphane Diarra,FRA,FW,FC Lorient,Ligue 1,21,1998,2.2,1,1,1,0,0,0,9,0.0,9,48,10,20.8,13,21,14,7,1,0,6,0,1,0,0
706,Raphinha,BRA,MF,Leeds United,Premier League,23,1996,26.2,38,19,15,14,9,13,55,23.6,42,402,98,24.4,111,160,131,39,1,0,38,31,69,33,0
707,Raphinha,BRA,FW,Stade Rennais FC,Ligue 1,23,1996,4.5,6,2,2,3,1,1,6,16.7,5,64,11,17.2,16,24,24,6,0,0,6,4,10,2,0
708,Rúben Dias,PRT,DF,Manchester City,Premier League,23,1997,31.6,31,21,17,12,2,6,23,26.1,17,181,67,37.0,92,70,19,45,25,0,20,22,53,118,0
709,Krépin Diatta,SEN,MF,AS Monaco,Ligue 1,21,1999,4.3,5,2,1,2,2,1,2,50.0,1,71,20,28.2,6,34,31,7,1,0,6,1,6,3,0
710,Amadou Diawara,GIN,MF,AS Roma,Serie A,23,1997,7.3,14,12,5,9,0,4,12,33.3,8,195,42,21.5,50,127,18,11,2,0,9,9,23,11,0
711,Brahim Díaz,ESP,MF,AC Milan,Serie A,20,1999,13.6,22,20,10,9,3,5,16,31.3,11,272,76,27.9,53,126,93,12,1,0,11,6,28,2,0
712,Víctor Díaz,ESP,DF,Granada CF,La Liga,32,1988,9.2,20,16,13,5,2,11,21,52.4,10,113,31,27.4,63,41,9,25,10,1,15,15,35,48,0
713,Daniel Didavi,DEU,FW,VfB Stuttgart,Bundesliga,30,1990,10.8,15,7,3,8,4,2,9,22.2,7,177,55,31.1,30,61,86,11,0,0,11,6,21,9,0
714,Eric Dier,ENG,DF,Tottenham Hotspur,Premier League,26,1994,28.0,24,15,13,10,1,12,22,54.5,10,166,48,28.9,106,52,8,50,34,0,16,23,47,169,0
715,Daan Dierckx,BEL,DF,Parma Calcio 1913,Serie A,17,2003,5.2,6,5,5,1,0,2,4,50.0,2,55,17,30.9,32,20,3,13,7,0,6,11,17,25,0
716,Lucas Digne,FRA,DF,Everton FC,Premier League,27,1993,29.8,78,40,53,14,11,29,50,58.0,21,412,106,25.7,195,141,76,59,4,0,55,26,104,96,0
717,Virgil van Dijk,NLD,DF,Liverpool FC,Premier League,29,1991,4.1,3,1,1,2,0,0,1,0.0,1,14,3,21.4,7,7,0,3,2,0,1,0,3,12,1
718,Mitchell Dijks,NLD,DF,Bologna FC 1909,Serie A,27,1993,16.5,30,17,21,6,3,13,22,59.1,9,227,74,32.6,101,86,40,28,2,0,26,20,50,36,0
719,Javairô Dilrosun,NLD,FW,Hertha BSC,Bundesliga,22,1998,5.9,8,5,2,2,4,3,6,50.0,3,121,33,27.3,26,57,38,7,0,0,7,6,14,2,0
720,Federico Dimarco,ITA,DF,Hellas Verona,Serie A,22,1997,29.0,40,25,22,16,2,10,29,34.5,19,275,88,32.0,113,116,46,43,10,0,33,42,82,77,1
721,Tristan Dingomé,CMR,MF,Stade Reims,Ligue 1,29,1991,0.2,0,0,0,0,0,0,1,0.0,1,3,0,0.0,1,1,1,0,0,0,0,0,0,0,0
722,Eren Dinkci,DEU,FW,SV Werder Bremen,Bundesliga,18,2001,1.2,2,0,1,0,1,0,2,0.0,2,41,2,4.9,9,19,13,3,0,0,3,3,5,1,0
723,Sinaly Diomandé,CIV,DF,Olympique Lyon,Ligue 1,19,2001,12.6,12,8,8,4,0,8,19,42.1,11,110,34,30.9,62,39,9,22,14,1,8,23,35,85,1
724,Loïs Diony,FRA,FW,SCO Angers,Ligue 1,27,1992,19.4,17,12,4,9,4,1,12,8.3,11,329,81,24.6,11,163,155,8,2,0,6,3,20,15,0
725,Issa Diop,FRA,DF,West Ham United,Premier League,23,1997,15.3,26,19,14,12,0,6,18,33.3,12,113,41,36.3,61,48,4,35,24,1,11,14,40,82,2
726,Pape Diop,SEN,MF,SD Eibar,La Liga,34,1986,25.8,48,36,16,25,7,16,57,28.1,41,342,114,33.3,88,207,47,31,6,0,25,39,87,54,2
727,Sofiane Diop,FRA,MF,AS Monaco,Ligue 1,20,2000,22.5,64,41,21,35,8,15,51,29.4,36,474,141,29.7,117,231,126,40,1,0,39,16,80,11,0
728,Andy Diouf,FRA,FW,Stade Rennais FC,Ligue 1,17,2003,0.1,0,0,0,0,0,0,0,,0,5,0,0.0,1,3,1,0,0,0,0,0,0,0,0
729,Yehvann Diouf,FRA,GK,Stade Reims,Ligue 1,20,1999,1.5,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
730,Assane Dioussé,SEN,DF,AS Saint-Étienne,Ligue 1,22,1997,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
731,Axel Disasi,FRA,DF,AS Monaco,Ligue 1,22,1998,22.3,29,23,15,13,1,15,35,42.9,20,171,75,43.9,85,79,7,30,13,0,17,27,56,102,1
732,Tiago Djaló,PRT,DF,LOSC Lille,Ligue 1,20,2000,9.7,27,17,17,8,2,17,25,68.0,8,111,38,34.2,59,40,12,21,4,0,17,11,38,34,0
733,Djené,TGO,DF,Getafe CF,La Liga,28,1991,32.7,61,36,31,27,3,21,34,61.8,13,275,102,37.1,131,128,16,39,13,2,26,55,116,210,1
734,Moussa Djenepo,MLI,MF,Southampton FC,Premier League,22,1998,13.8,46,22,25,11,10,18,53,34.0,35,332,95,28.6,122,124,86,27,1,0,26,11,57,16,0
735,Koffi Djidji,CIV,DF,FC Crotone,Serie A,27,1992,16.9,47,22,33,10,4,7,20,35.0,13,275,77,28.0,160,95,20,49,22,1,27,28,75,84,0
736,Alexander Djiku,GHA,DF,RC Strasbourg Alsace,Ligue 1,25,1994,28.4,65,44,53,11,1,24,49,49.0,25,307,102,33.2,182,109,16,42,14,0,28,80,145,168,2
737,Berat Djimsiti,ALB,DF,Atalanta BC,Serie A,27,1993,29.2,41,26,24,14,3,16,36,44.4,20,308,122,39.6,135,139,34,49,19,1,30,48,89,116,0
738,Marko Dmitrovic,SRB,GK,SD Eibar,La Liga,28,1992,34.7,1,1,1,0,0,0,3,0.0,3,7,0,0.0,7,0,0,0,0,0,0,0,1,1,1
739,Ritsu Doan,JPN,MF,Arminia Bielefeld,Bundesliga,22,1998,30.8,63,44,24,30,9,17,55,30.9,38,649,202,31.1,173,292,184,56,4,0,52,26,89,12,0
740,Alexandru Dobre,ROU,FW,Dijon FCO,Ligue 1,21,1998,5.9,11,8,5,4,2,5,12,41.7,7,103,28,27.2,22,46,35,13,1,0,12,9,20,6,0
741,Matt Doherty,IRL,DF,Tottenham Hotspur,Premier League,28,1992,13.8,23,8,10,8,5,11,34,32.4,23,186,38,20.4,80,70,36,41,5,0,36,18,41,54,0
742,Jérémy Doku,BEL,MF,Stade Rennais FC,Ligue 1,18,2002,25.7,51,38,15,22,14,16,37,43.2,21,439,136,31.0,86,186,167,19,2,0,17,12,63,6,0
743,Kasper Dolberg,DNK,FW,OGC Nice,Ligue 1,22,1997,21.4,7,6,1,4,2,1,14,7.1,13,264,69,26.1,17,92,155,21,3,0,18,4,11,22,1
744,Keagan Dolly,ZAF,MF,Montpellier HSC,Ligue 1,27,1993,5.0,13,8,7,3,3,2,6,33.3,4,81,15,18.5,23,33,25,6,0,0,6,4,17,2,0
745,Jaume Doménech,ESP,GK,Valencia CF,La Liga,29,1990,28.0,0,0,0,0,0,0,2,0.0,2,4,1,25.0,4,0,0,1,0,0,1,0,0,3,1
746,Carlos Dominguez,ESP,DF,Celta de Vigo,La Liga,19,2001,4.0,6,4,5,1,0,3,5,60.0,2,43,9,20.9,33,10,0,7,4,0,3,7,13,29,0
747,Nicolás Domínguez,ARG,MF,Bologna FC 1909,Serie A,22,1998,13.9,52,35,30,18,4,11,28,39.3,17,350,92,26.3,147,153,50,31,7,0,24,25,77,21,0
748,John Nwankwo,ESP,DF,Elche CF,La Liga,19,2000,0.6,0,0,0,0,0,0,0,,0,2,2,100.0,2,0,0,0,0,0,0,0,0,0,0
749,Dong-won Ji,KOR,FW,1.FSV Mainz 05,Bundesliga,29,1991,0.7,2,0,1,0,1,1,1,100.0,0,11,4,36.4,3,4,4,0,0,0,0,0,2,0,0
750,Anastasios Donis,GRC,MF,Stade Reims,Ligue 1,23,1996,1.1,1,0,0,1,0,0,1,0.0,1,16,2,12.5,3,7,6,0,0,0,0,0,1,0,0
751,Gianluigi Donnarumma,ITA,GK,AC Milan,Serie A,21,1999,37.0,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,0,0,0,0,0,0,1,1
752,Gabriel,BRA,DF,Arsenal FC,Premier League,22,1997,22.2,28,17,22,5,1,9,17,52.9,8,151,55,36.4,95,49,7,41,23,0,18,23,51,106,2
753,Bas Dost,NLD,FW,Eintracht Frankfurt,Bundesliga,31,1989,9.1,4,4,2,2,0,1,4,25.0,3,89,31,34.8,4,45,40,7,1,0,6,2,6,8,0
754,Lucas Gourna-Douath,FRA,MF,AS Saint-Étienne,Ligue 1,16,2003,14.7,38,28,21,15,2,13,30,43.3,17,237,85,35.9,94,117,26,20,0,0,20,22,60,27,1
755,Abdoulaye Doucouré,FRA,MF,Everton FC,Premier League,27,1993,27.1,56,42,30,19,7,17,45,37.8,28,544,158,29.0,228,219,97,43,9,0,34,35,91,29,1
756,Cheick Doucouré,MLI,MF,RC Lens,Ligue 1,20,2000,29.2,89,59,44,41,4,23,65,35.4,42,471,170,36.1,173,238,60,38,5,0,33,55,144,42,0
757,Fodé Doucouré,MLI,DF,Stade Reims,Ligue 1,19,2001,3.7,10,1,5,5,0,0,3,0.0,3,64,9,14.1,34,25,5,4,0,0,4,4,14,16,0
758,Mahamadou Doucouré,FRA,FW,Nîmes Olympique,Ligue 1,20,2000,0.5,1,0,1,0,0,0,0,,0,14,3,21.4,1,9,4,0,0,0,0,1,2,0,0
759,Cheick Doukouré,CIV,MF,Levante UD,La Liga,27,1992,1.1,6,4,2,1,3,3,4,75.0,1,43,8,18.6,8,26,9,3,1,0,2,2,8,2,0
760,Idrissa Doumbia,CIV,MF,SD Huesca,La Liga,22,1998,8.7,17,10,5,10,2,5,14,35.7,9,117,39,33.3,44,66,7,8,3,0,5,9,26,11,0
761,Moussa Doumbia,MLI,MF,Stade Reims,Ligue 1,25,1994,10.0,6,3,2,3,1,1,15,6.7,14,126,28,22.2,36,62,28,14,3,0,11,16,22,3,0
762,Souleyman Doumbia,CIV,DF,SCO Angers,Ligue 1,23,1996,24.7,57,34,33,21,3,16,37,43.2,21,267,85,31.8,114,102,51,46,5,0,41,40,97,59,1
763,Aleksandar Dragovic,AUT,DF,Bayer 04 Leverkusen,Bundesliga,29,1991,12.6,17,10,6,8,3,6,12,50.0,6,123,49,39.8,46,61,16,22,6,0,16,15,32,49,0
764,Bartlomiej Dragowski,POL,GK,ACF Fiorentina,Serie A,22,1997,35.0,0,0,0,0,0,0,0,,0,8,2,25.0,8,0,0,0,0,0,0,0,0,0,1
765,Denis Dragus,ROU,FW,FC Crotone,Serie A,21,1999,2.0,3,3,0,0,3,0,5,0.0,5,47,13,27.7,9,19,19,4,0,0,4,1,4,0,0
766,Radu Dragusin,ROU,DF,Juventus FC,Serie A,18,2002,0.0,0,0,0,0,0,0,0,,0,2,0,0.0,2,0,0,0,0,0,0,0,0,1,0
767,Mouhamadou Drammeh,FRA,MF,Stade Reims,Ligue 1,21,1999,1.9,1,1,0,0,1,0,1,0.0,1,23,8,34.8,9,10,4,1,1,0,0,2,3,7,0
768,Julian Draxler,DEU,MF,Paris Saint-Germain,Ligue 1,26,1993,11.8,13,7,5,6,2,5,20,25.0,15,127,31,24.4,26,62,39,8,0,0,8,16,29,3,0
769,Dominick Drexler,DEU,MF,1. FC Köln,Bundesliga,30,1990,13.7,33,23,10,17,6,8,31,25.8,23,281,83,29.5,82,128,71,19,5,0,14,18,51,17,0
770,Matthieu Dreyer,FRA,GK,FC Lorient,Ligue 1,31,1989,15.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,1
771,Domingos Duarte,PRT,DF,Granada CF,La Liga,25,1995,26.3,40,19,26,13,1,13,21,61.9,8,140,47,33.6,68,67,5,40,20,0,20,31,71,112,1
772,Léo Duarte,BRA,DF,AC Milan,Serie A,24,1996,0.2,1,1,0,1,0,0,0,,0,5,3,60.0,3,2,0,1,0,0,1,0,1,0,0
773,Óscar Duarte,CRI,DF,Levante UD,La Liga,31,1989,22.9,23,14,16,6,1,11,27,40.7,16,180,60,33.3,90,81,9,31,19,1,12,25,48,184,1
774,Rubén Duarte,ESP,DF,Deportivo Alavés,La Liga,24,1995,28.3,61,34,31,23,7,23,48,47.9,25,370,115,31.1,156,162,52,82,7,0,75,42,103,116,1
775,Léo Dubois,FRA,DF,Olympique Lyon,Ligue 1,25,1994,32.3,49,34,24,20,5,16,44,36.4,28,355,122,34.4,151,131,73,67,13,0,54,30,79,63,2
776,Martin Dubravka,SVK,GK,Newcastle United,Premier League,31,1989,13.0,0,0,0,0,0,0,0,,0,2,2,100.0,2,0,0,0,0,0,0,0,0,0,0
777,Ondrej Duda,SVK,FW,1. FC Köln,Bundesliga,25,1994,28.2,51,29,16,28,7,13,46,28.3,33,526,126,24.0,88,300,138,32,2,0,30,19,70,20,0
778,Unai Dufur,ESP,DF,SD Eibar,La Liga,21,1999,0.7,2,2,2,0,0,1,3,33.3,2,11,5,45.5,8,3,0,1,0,0,1,0,2,6,0
779,Haris Duljevic,BIH,MF,Nîmes Olympique,Ligue 1,26,1993,8.6,21,14,7,10,4,4,19,21.1,15,118,34,28.8,22,60,36,4,0,0,4,13,34,2,0
780,Paul Dummett,WAL,DF,Newcastle United,Premier League,28,1991,13.9,21,11,13,7,1,10,20,50.0,10,119,28,23.5,81,32,6,30,10,0,20,17,38,95,1
781,Alfred Duncan,GHA,MF,ACF Fiorentina,Serie A,27,1993,1.8,1,1,0,1,0,0,2,0.0,2,20,5,25.0,4,9,7,2,0,0,2,3,4,4,0
782,Alfred Duncan,GHA,MF,Cagliari Calcio,Serie A,27,1993,11.9,23,15,13,8,2,6,17,35.3,11,208,55,26.4,77,106,25,8,0,0,8,16,39,14,0
783,Lewis Dunk,ENG,DF,Brighton & Hove Albion,Premier League,28,1991,32.6,34,19,22,10,2,12,23,52.2,11,188,70,37.2,99,76,13,40,24,1,16,29,63,126,2
784,Jimmy Dunne,IRL,DF,Burnley FC,Premier League,22,1997,3.0,4,2,3,1,0,2,2,100.0,0,24,11,45.8,16,7,1,7,4,0,3,3,7,19,0
785,Erik Durm,DEU,DF,Eintracht Frankfurt,Bundesliga,28,1992,16.4,21,16,7,12,2,7,27,25.9,20,227,79,34.8,76,89,62,32,6,0,26,23,44,25,0
786,Hugo Duro,ESP,FW,Real Madrid,La Liga,20,1999,0.6,0,0,0,0,0,0,0,,0,4,0,0.0,0,2,2,1,0,0,1,0,0,0,0
787,Jean-Kevin Duverne,FRA,DF,Stade Brest 29,Ligue 1,23,1997,22.5,41,24,26,15,0,14,32,43.8,18,220,78,35.5,132,75,13,34,17,0,17,18,59,99,1
788,Paulo Dybala,ARG,FW,Juventus FC,Serie A,26,1993,12.6,15,11,3,7,5,2,12,16.7,10,205,57,27.8,26,83,96,16,0,0,16,3,18,1,0
789,Edin Dzeko,BIH,FW,AS Roma,Serie A,34,1986,20.3,7,7,2,2,3,3,11,27.3,8,190,55,28.9,7,83,100,15,5,0,10,4,11,11,0
790,Junior Dina Ebimbe,FRA,FW,Dijon FCO,Ligue 1,19,2000,23.8,42,32,17,20,5,14,49,28.6,35,421,95,22.6,98,215,108,24,3,0,21,17,59,11,0
791,Steeve-Mike Eyango,FRA,MF,Genoa CFC,Serie A,19,2001,0.6,1,1,0,0,1,0,2,0.0,2,16,7,43.8,7,5,4,1,0,0,1,1,2,1,0
792,Enzo Ebosse,FRA,DF,SCO Angers,Ligue 1,21,1999,2.9,6,3,4,2,0,4,7,57.1,3,39,14,35.9,26,10,3,6,2,0,4,1,7,12,0
793,Bruno Ecuele Manga,GAB,DF,Dijon FCO,Ligue 1,32,1988,38.0,62,45,49,13,0,31,44,70.5,13,225,86,38.2,152,67,6,59,38,1,21,82,144,209,2
794,Simone Edera,ITA,DF,Torino FC,Serie A,23,1997,0.6,3,0,2,1,0,3,4,75.0,1,10,3,30.0,6,4,0,0,0,0,0,0,3,1,0
795,Ederson,BRA,GK,Manchester City,Premier League,26,1993,36.0,0,0,0,0,0,0,1,0.0,1,5,1,20.0,5,0,0,0,0,0,0,0,0,2,1
796,Kyle Edwards,ENG,MF,West Bromwich Albion,Premier League,22,1998,1.3,3,0,1,1,1,0,1,0.0,1,15,2,13.3,4,9,2,2,0,0,2,1,4,0,0
797,John Egan,IRL,DF,Sheffield United,Premier League,27,1992,29.2,47,30,34,12,1,17,34,50.0,17,247,81,32.8,155,87,5,56,33,1,23,41,88,160,1
798,Johannes Eggestein,DEU,FW,SV Werder Bremen,Bundesliga,22,1998,0.4,0,0,0,0,0,0,1,0.0,1,15,5,33.3,3,5,7,0,0,0,0,0,0,2,0
799,Maximilian Eggestein,DEU,MF,SV Werder Bremen,Bundesliga,23,1996,32.7,60,44,21,30,9,14,44,31.8,30,512,165,32.2,188,246,78,58,4,0,54,43,103,47,0
800,Lilian Egloff,DEU,MF,VfB Stuttgart,Bundesliga,17,2002,0.2,0,0,0,0,0,0,0,,0,3,1,33.3,0,3,0,0,0,0,0,0,0,0,0
801,Kingsley Ehizibue,NLD,DF,1. FC Köln,Bundesliga,25,1995,12.6,36,21,24,10,2,14,26,53.8,12,192,60,31.3,81,84,27,24,4,0,20,17,53,48,1
802,Albin Ekdal,SWE,MF,UC Sampdoria,Serie A,31,1989,25.5,62,49,20,35,7,20,66,30.3,46,586,177,30.2,183,321,82,53,13,0,40,34,96,44,0
